Code,Disease,symptoms
708,Athlete's foot,[{symptoms:Skin rash}{symptoms:65}{symptoms:Foot or toe pain}{symptoms:61}{symptoms:Skin lesion}{symptoms:48}{symptoms:Itching of skin}{symptoms:48}{symptoms:Skin dryness;peeling;scaliness;or roughness}{symptoms:39}{symptoms:Skin on leg or foot looks infected}{symptoms:27}{symptoms:Abnormal appearing skin}{symptoms:27}{symptoms:Foot or toe swelling}{symptoms:24}{symptoms:Skin irritation}{symptoms:17}{symptoms:Irregular appearing nails}{symptoms:17}{symptoms:Skin swelling}{symptoms:13}{symptoms:Irregular appearing scalp}{symptoms:13} Athlete's foot
709,Pleural effusion,[{symptoms:Sharp chest pain}{symptoms:82}{symptoms:Shortness of breath}{symptoms:76}{symptoms:Cough}{symptoms:62}{symptoms:Difficulty breathing}{symptoms:43}{symptoms:Hurts to breath}{symptoms:35}{symptoms:Back pain}{symptoms:32}{symptoms:Rib pain}{symptoms:31}{symptoms:Fever}{symptoms:24}{symptoms:Sharp abdominal pain}{symptoms:24}{symptoms:Drainage in throat}{symptoms:24}{symptoms:Weakness}{symptoms:21}{symptoms:Side pain}{symptoms:20} Pleural effusion
710,Aphakia,[{symptoms:Diminished vision}{symptoms:73}{symptoms:Symptoms of eye}{symptoms:28}{symptoms:Pain in eye}{symptoms:28}{symptoms:Eye redness}{symptoms:28}{symptoms:Itchiness of eye}{symptoms:28}{symptoms:Spots or clouds in vision}{symptoms:21}{symptoms:Eye burns or stings}{symptoms:12}{symptoms:Mass on eyelid}{symptoms:12} Aphakia
711,Vulvar disorder,[{symptoms:Skin lesion}{symptoms:39}{symptoms:Vaginal discharge}{symptoms:39}{symptoms:Vulvar irritation}{symptoms:35}{symptoms:Vulvar sore}{symptoms:30}{symptoms:Vaginal pain}{symptoms:30}{symptoms:Skin growth}{symptoms:24}{symptoms:Vaginal itching}{symptoms:24}{symptoms:Painful urination}{symptoms:24}{symptoms:Pain during intercourse}{symptoms:17}{symptoms:Pelvic pain}{symptoms:17}{symptoms:Lump or mass of breast}{symptoms:17}{symptoms:Skin dryness;peeling;scaliness;or roughness}{symptoms:10} Vulvar disorder
712,Vitamin B deficiency,[{symptoms:Dizziness}{symptoms:70}{symptoms:Elbow pain}{symptoms:41}{symptoms:Allergic reaction}{symptoms:41}{symptoms:Difficulty speaking}{symptoms:41}{symptoms:Headache}{symptoms:41}{symptoms:Muscle cramps;contractures;or spasms}{symptoms:41}{symptoms:Vomiting}{symptoms:41}{symptoms:Cough}{symptoms:41}{symptoms:Nausea}{symptoms:41}{symptoms:Knee pain}{symptoms:41}{symptoms:Abnormal involuntary movements}{symptoms:41}{symptoms:Hip pain}{symptoms:41} Vitamin B deficiency
713,Sialoadenitis,[{symptoms:Peripheral edema}{symptoms:77}{symptoms:Facial pain}{symptoms:60}{symptoms:Swollen lymph nodes}{symptoms:51}{symptoms:Ear pain}{symptoms:51}{symptoms:Jaw swelling}{symptoms:48}{symptoms:Neck mass}{symptoms:46}{symptoms:Neck swelling}{symptoms:43}{symptoms:Sore throat}{symptoms:33}{symptoms:Neck pain}{symptoms:33}{symptoms:Cough}{symptoms:29}{symptoms:Difficulty in swallowing}{symptoms:29}{symptoms:Nasal congestion}{symptoms:24} Sialoadenitis
714,Gynecomastia,[{symptoms:Problems with shape or size of breast}{symptoms:67}{symptoms:Lump or mass of breast}{symptoms:61}{symptoms:Back pain}{symptoms:55}{symptoms:Pain or soreness of breast}{symptoms:53}{symptoms:Neck pain}{symptoms:39}{symptoms:Weight gain}{symptoms:12}{symptoms:Skin swelling}{symptoms:12}{symptoms:Bones are painful}{symptoms:7}{symptoms:Irregular belly button}{symptoms:7} Gynecomastia
715,Urinary tract infection,[{symptoms:Painful urination}{symptoms:65}{symptoms:Suprapubic pain}{symptoms:60}{symptoms:Sharp abdominal pain}{symptoms:60}{symptoms:Frequent urination}{symptoms:46}{symptoms:Fever}{symptoms:42}{symptoms:Vomiting}{symptoms:40}{symptoms:Back pain}{symptoms:36}{symptoms:Nausea}{symptoms:35}{symptoms:Blood in urine}{symptoms:33}{symptoms:Side pain}{symptoms:31}{symptoms:Retention of urine}{symptoms:26}{symptoms:Lower abdominal pain}{symptoms:25} Urinary tract infection
716,Histoplasmosis,[{symptoms:Lacrimation}{symptoms:65}{symptoms:Ache all over}{symptoms:47}{symptoms:Cough}{symptoms:47}{symptoms:Double vision}{symptoms:47}{symptoms:Eye redness}{symptoms:47}{symptoms:Decreased appetite}{symptoms:47}{symptoms:Diminished vision}{symptoms:47}{symptoms:Elbow cramps or spasms}{symptoms:4}{symptoms:Elbow weakness}{symptoms:4}{symptoms:Excessive growth}{symptoms:4}{symptoms:Low back weakness}{symptoms:4}{symptoms:Feeling hot and cold}{symptoms:4} Histoplasmosis
717,Erythema multiforme,[{symptoms:Skin rash}{symptoms:92}{symptoms:Fever}{symptoms:67}{symptoms:Itching of skin}{symptoms:44}{symptoms:Coryza}{symptoms:44}{symptoms:Skin lesion}{symptoms:44}{symptoms:Vomiting}{symptoms:44}{symptoms:Mouth ulcer}{symptoms:34}{symptoms:Skin pain}{symptoms:20}{symptoms:Pain in eye}{symptoms:20}{symptoms:Fluid retention}{symptoms:20}{symptoms:Allergic reaction}{symptoms:20}{symptoms:Difficulty in swallowing}{symptoms:20} Erythema multiforme
718,Scoliosis,[{symptoms:Back pain}{symptoms:66}{symptoms:Low back pain}{symptoms:51}{symptoms:Leg pain}{symptoms:31}{symptoms:Problems with movement}{symptoms:16}{symptoms:Lower body pain}{symptoms:8}{symptoms:Leg weakness}{symptoms:4}{symptoms:Knee swelling}{symptoms:4}{symptoms:Unusual color or odor to urine}{symptoms:2}{symptoms:Knee stiffness or tightness}{symptoms:2}{symptoms:Foot or toe stiffness or tightness}{symptoms:2}{symptoms:Muscle cramps;contractures;or spasms}{symptoms:2}{symptoms:Stomach bloating}{symptoms:2} Scoliosis
719,Bunion,[{symptoms:Foot or toe pain}{symptoms:80}{symptoms:Foot or toe lump or mass}{symptoms:31}{symptoms:Knee pain}{symptoms:25}{symptoms:Problems with movement}{symptoms:18}{symptoms:Skin on leg or foot looks infected}{symptoms:18}{symptoms:Skin moles}{symptoms:18}{symptoms:Leg swelling}{symptoms:10}{symptoms:Stiffness all over}{symptoms:10}{symptoms:Skin growth}{symptoms:10}{symptoms:Pain or soreness of breast}{symptoms:10}{symptoms:Skin irritation}{symptoms:10}{symptoms:Foot or toe swelling}{symptoms:10} Bunion
720,Arrhythmia,[{symptoms:Palpitations}{symptoms:61}{symptoms:Sharp chest pain}{symptoms:50}{symptoms:Dizziness}{symptoms:48}{symptoms:Irregular heartbeat}{symptoms:48}{symptoms:Increased heart rate}{symptoms:33}{symptoms:Shortness of breath}{symptoms:33}{symptoms:Difficulty breathing}{symptoms:31}{symptoms:Fainting}{symptoms:31}{symptoms:Weakness}{symptoms:31}{symptoms:Chest tightness}{symptoms:27}{symptoms:Fatigue}{symptoms:21}{symptoms:Leg cramps or spasms}{symptoms:2} Arrhythmia
721,Paget disease,[{symptoms:Abnormal breathing sounds}{symptoms:37}{symptoms:Back pain}{symptoms:37}{symptoms:Apnea}{symptoms:37}{symptoms:Low back pain}{symptoms:37}{symptoms:Frequent urination}{symptoms:37}{symptoms:Sleepiness}{symptoms:37}{symptoms:Abnormal appearing skin}{symptoms:37}{symptoms:Ache all over}{symptoms:37}{symptoms:Ringing in ear}{symptoms:37}{symptoms:Delusions or hallucinations}{symptoms:37}{symptoms:Elbow cramps or spasms}{symptoms:3}{symptoms:Nailbiting}{symptoms:3} Paget disease
722,Trigeminal neuralgia,[{symptoms:Facial pain}{symptoms:90}{symptoms:Headache}{symptoms:64}{symptoms:Dizziness}{symptoms:29}{symptoms:Loss of sensation}{symptoms:29}{symptoms:Symptoms of the face}{symptoms:25}{symptoms:Ache all over}{symptoms:25}{symptoms:Pain in eye}{symptoms:21}{symptoms:Toothache}{symptoms:17}{symptoms:Paresthesia}{symptoms:12}{symptoms:Abnormal involuntary movements}{symptoms:12}{symptoms:Swollen eye}{symptoms:12}{symptoms:Tongue pain}{symptoms:12} Trigeminal neuralgia
723,Ankylosing spondylitis,[{symptoms:Back pain}{symptoms:74}{symptoms:Low back pain}{symptoms:72}{symptoms:Hip pain}{symptoms:57}{symptoms:Leg pain}{symptoms:52}{symptoms:Knee pain}{symptoms:28}{symptoms:Ache all over}{symptoms:24}{symptoms:Elbow pain}{symptoms:20}{symptoms:Lower body pain}{symptoms:16}{symptoms:Joint pain}{symptoms:11}{symptoms:Paresthesia}{symptoms:11}{symptoms:Rib pain}{symptoms:11}{symptoms:Stiffness all over}{symptoms:6} Ankylosing spondylitis
724,Peripheral nerve disorder,[{symptoms:Loss of sensation}{symptoms:69}{symptoms:Leg pain}{symptoms:52}{symptoms:Paresthesia}{symptoms:46}{symptoms:Foot or toe pain}{symptoms:45}{symptoms:Dizziness}{symptoms:27}{symptoms:Back pain}{symptoms:25}{symptoms:Problems with movement}{symptoms:23}{symptoms:Arm pain}{symptoms:21}{symptoms:Abnormal involuntary movements}{symptoms:19}{symptoms:Leg weakness}{symptoms:16}{symptoms:Disturbance of memory}{symptoms:13}{symptoms:Arm weakness}{symptoms:6} Peripheral nerve disorder
725,Sebaceous cyst,[{symptoms:Skin growth}{symptoms:80}{symptoms:Skin swelling}{symptoms:43}{symptoms:Skin lesion}{symptoms:31}{symptoms:Abnormal appearing skin}{symptoms:28}{symptoms:Neck mass}{symptoms:22}{symptoms:Back mass or lump}{symptoms:18}{symptoms:Acne or pimples}{symptoms:16}{symptoms:Arm lump or mass}{symptoms:14}{symptoms:Lump or mass of breast}{symptoms:13}{symptoms:Skin moles}{symptoms:13}{symptoms:Irregular appearing scalp}{symptoms:12}{symptoms:Hand or finger lump or mass}{symptoms:9} Sebaceous cyst
726,Poisoning due to antipsychotics,[{symptoms:Anxiety and nervousness}{symptoms:50}{symptoms:Depressive or psychotic symptoms}{symptoms:50}{symptoms:Depression}{symptoms:50}{symptoms:Delusions or hallucinations}{symptoms:39}{symptoms:Sleepiness}{symptoms:24}{symptoms:Dizziness}{symptoms:24}{symptoms:Tongue lesions}{symptoms:24}{symptoms:Sharp chest pain}{symptoms:24}{symptoms:Difficulty speaking}{symptoms:24}{symptoms:Fainting}{symptoms:24}{symptoms:Insomnia}{symptoms:24}{symptoms:Chest tightness}{symptoms:24} Poisoning due to antipsychotics
727,Behcet disease,[{symptoms:Vomiting}{symptoms:47}{symptoms:Upper abdominal pain}{symptoms:47}{symptoms:Sharp abdominal pain}{symptoms:47}{symptoms:Diarrhea}{symptoms:47}{symptoms:Depression}{symptoms:47}{symptoms:Anxiety and nervousness}{symptoms:47}{symptoms:Diminished vision}{symptoms:47}{symptoms:Mouth ulcer}{symptoms:47}{symptoms:Cough}{symptoms:47}{symptoms:Neck pain}{symptoms:47}{symptoms:Blindness}{symptoms:47}{symptoms:Shortness of breath}{symptoms:47} Behcet disease
728,Neurosis,[{symptoms:Depressive or psychotic symptoms}{symptoms:75}{symptoms:Depression}{symptoms:55}{symptoms:Anxiety and nervousness}{symptoms:37}{symptoms:Hostile behavior}{symptoms:34}{symptoms:Delusions or hallucinations}{symptoms:29}{symptoms:Headache}{symptoms:27}{symptoms:Excessive anger}{symptoms:18}{symptoms:Insomnia}{symptoms:14}{symptoms:Drug abuse}{symptoms:10}{symptoms:Obsessions and compulsions}{symptoms:8}{symptoms:Temper problems}{symptoms:5}{symptoms:Smoking problems}{symptoms:5} Neurosis
729,Prostate cancer,[{symptoms:Retention of urine}{symptoms:23}{symptoms:Blood in urine}{symptoms:17}{symptoms:Symptoms of prostate}{symptoms:15}{symptoms:Frequent urination}{symptoms:14}{symptoms:Involuntary urination}{symptoms:14}{symptoms:Impotence}{symptoms:12}{symptoms:Excessive urination at night}{symptoms:11}{symptoms:Flushing}{symptoms:3}{symptoms:Symptoms of bladder}{symptoms:3}{symptoms:Pain during intercourse}{symptoms:1} Prostate cancer
730,Cerebral edema,[{symptoms:Headache}{symptoms:84}{symptoms:Neck pain}{symptoms:63}{symptoms:Focal weakness}{symptoms:52}{symptoms:Diminished vision}{symptoms:44}{symptoms:Vomiting}{symptoms:44}{symptoms:Difficulty speaking}{symptoms:34}{symptoms:Loss of sensation}{symptoms:34}{symptoms:Nausea}{symptoms:34}{symptoms:Problems with movement}{symptoms:34}{symptoms:Dizziness}{symptoms:34}{symptoms:Muscle stiffness or tightness}{symptoms:21}{symptoms:Arm pain}{symptoms:21} Cerebral edema
731,Dislocation of the finger,[{symptoms:Hand or finger pain}{symptoms:79}{symptoms:Hand or finger swelling}{symptoms:38}{symptoms:Hand or finger stiffness or tightness}{symptoms:18}{symptoms:Wrist pain}{symptoms:13}{symptoms:Difficulty speaking}{symptoms:7}{symptoms:Joint pain}{symptoms:7}{symptoms:Hysterical behavior}{symptoms:7} Dislocation of the finger
732,Birth trauma,[{symptoms:Arm stiffness or tightness}{symptoms:46}{symptoms:Seizures}{symptoms:46}{symptoms:Lack of growth}{symptoms:30}{symptoms:Depressive or psychotic symptoms}{symptoms:30}{symptoms:Nasal congestion}{symptoms:30}{symptoms:Difficulty speaking}{symptoms:30}{symptoms:Pus in sputum}{symptoms:2}{symptoms:Emotional symptoms}{symptoms:2}{symptoms:Itching of scrotum}{symptoms:2}{symptoms:Muscle swelling}{symptoms:2}{symptoms:Elbow cramps or spasms}{symptoms:2}{symptoms:Low back weakness}{symptoms:2} Birth trauma
733,Chronic pancreatitis,[{symptoms:Sharp abdominal pain}{symptoms:86}{symptoms:Vomiting}{symptoms:55}{symptoms:Nausea}{symptoms:51}{symptoms:Ache all over}{symptoms:39}{symptoms:Burning abdominal pain}{symptoms:31}{symptoms:Diarrhea}{symptoms:31}{symptoms:Back pain}{symptoms:26}{symptoms:Upper abdominal pain}{symptoms:26}{symptoms:Abusing alcohol}{symptoms:15}{symptoms:Regurgitation}{symptoms:8}{symptoms:Leg weakness}{symptoms:8}{symptoms:Skin growth}{symptoms:8} Chronic pancreatitis
734,Hematoma,[{symptoms:Sharp abdominal pain}{symptoms:37}{symptoms:Ache all over}{symptoms:25}{symptoms:Groin pain}{symptoms:25}{symptoms:Peripheral edema}{symptoms:20}{symptoms:Lump or mass of breast}{symptoms:20}{symptoms:Abnormal appearing skin}{symptoms:20}{symptoms:Arm swelling}{symptoms:20}{symptoms:Fluid retention}{symptoms:20}{symptoms:Swelling of scrotum}{symptoms:14}{symptoms:Lymphedema}{symptoms:14}{symptoms:Abdominal distention}{symptoms:8}{symptoms:Skin swelling}{symptoms:8} Hematoma
735,Carcinoid syndrome,[{symptoms:Involuntary urination}{symptoms:77}{symptoms:Knee lump or mass}{symptoms:11}{symptoms:Neck cramps or spasms}{symptoms:11}{symptoms:Excessive growth}{symptoms:11}{symptoms:Vulvar sore}{symptoms:11}{symptoms:Loss of sex drive}{symptoms:11}{symptoms:Eye strain}{symptoms:11}{symptoms:Shoulder swelling}{symptoms:11}{symptoms:Nailbiting}{symptoms:11}{symptoms:Wrist weakness}{symptoms:11}{symptoms:Joint stiffness or tightness}{symptoms:11}{symptoms:Itchy eyelid}{symptoms:11} Carcinoid syndrome
736,Open wound of the head,[{symptoms:Headache}{symptoms:30}{symptoms:Abusing alcohol}{symptoms:10} Open wound of the head
737,Seborrheic keratosis,[{symptoms:Skin lesion}{symptoms:71}{symptoms:Abnormal appearing skin}{symptoms:70}{symptoms:Skin moles}{symptoms:56}{symptoms:Skin growth}{symptoms:54}{symptoms:Skin dryness;peeling;scaliness;or roughness}{symptoms:36}{symptoms:Itching of skin}{symptoms:36}{symptoms:Skin rash}{symptoms:28}{symptoms:Skin swelling}{symptoms:25}{symptoms:Skin irritation}{symptoms:19}{symptoms:Irregular appearing scalp}{symptoms:16}{symptoms:Warts}{symptoms:13}{symptoms:Acne or pimples}{symptoms:11} Seborrheic keratosis
738,Burn,[{symptoms:Knee pain}{symptoms:26}{symptoms:Headache}{symptoms:24}{symptoms:Hand or finger pain}{symptoms:19}{symptoms:Wrist pain}{symptoms:12}{symptoms:Elbow pain}{symptoms:12}{symptoms:Bleeding from ear}{symptoms:3}{symptoms:Skin irritation}{symptoms:3}{symptoms:Penis redness}{symptoms:1}{symptoms:Wrist swelling}{symptoms:1} Burn
739,Spontaneous abortion,[{symptoms:Spotting or bleeding during pregnancy}{symptoms:80}{symptoms:Sharp abdominal pain}{symptoms:65}{symptoms:Pain during pregnancy}{symptoms:61}{symptoms:Cramps and spasms}{symptoms:28}{symptoms:Lower abdominal pain}{symptoms:26}{symptoms:Pelvic pain}{symptoms:22}{symptoms:Problems during pregnancy}{symptoms:19}{symptoms:Burning abdominal pain}{symptoms:18}{symptoms:Uterine contractions}{symptoms:16}{symptoms:Intermenstrual bleeding}{symptoms:12}{symptoms:Blood clots during menstrual periods}{symptoms:7}{symptoms:Heavy menstrual flow}{symptoms:5} Spontaneous abortion
740,Genital herpes,[{symptoms:Skin rash}{symptoms:47}{symptoms:Painful urination}{symptoms:36}{symptoms:Vaginal pain}{symptoms:33}{symptoms:Vaginal discharge}{symptoms:33}{symptoms:Pelvic pain}{symptoms:30}{symptoms:Skin lesion}{symptoms:30}{symptoms:Vaginal itching}{symptoms:22}{symptoms:Groin pain}{symptoms:22}{symptoms:Suprapubic pain}{symptoms:17}{symptoms:Itching of skin}{symptoms:17}{symptoms:Recent pregnancy}{symptoms:12}{symptoms:Skin pain}{symptoms:12} Genital herpes
741,Adjustment reaction,[{symptoms:Depression}{symptoms:60}{symptoms:Depressive or psychotic symptoms}{symptoms:60}{symptoms:Anxiety and nervousness}{symptoms:59}{symptoms:Excessive anger}{symptoms:22}{symptoms:Hostile behavior}{symptoms:18}{symptoms:Insomnia}{symptoms:15}{symptoms:Low self-esteem}{symptoms:15}{symptoms:Delusions or hallucinations}{symptoms:8}{symptoms:Temper problems}{symptoms:8}{symptoms:Fears and phobias}{symptoms:6}{symptoms:Restlessness}{symptoms:5}{symptoms:Nightmares}{symptoms:2} Adjustment reaction
742,Gallstone,[{symptoms:Sharp abdominal pain}{symptoms:87}{symptoms:Upper abdominal pain}{symptoms:68}{symptoms:Nausea}{symptoms:58}{symptoms:Vomiting}{symptoms:52}{symptoms:Back pain}{symptoms:39}{symptoms:Burning abdominal pain}{symptoms:28}{symptoms:Sharp chest pain}{symptoms:27}{symptoms:Side pain}{symptoms:26}{symptoms:Lower body pain}{symptoms:12}{symptoms:Heartburn}{symptoms:6}{symptoms:Sweating}{symptoms:4}{symptoms:Regurgitation}{symptoms:4} Gallstone
743,Multiple sclerosis,[{symptoms:Fatigue}{symptoms:43}{symptoms:Loss of sensation}{symptoms:42}{symptoms:Headache}{symptoms:31}{symptoms:Dizziness}{symptoms:28}{symptoms:Problems with movement}{symptoms:27}{symptoms:Weakness}{symptoms:22}{symptoms:Leg weakness}{symptoms:19}{symptoms:Paresthesia}{symptoms:16}{symptoms:Disturbance of memory}{symptoms:13}{symptoms:Abnormal involuntary movements}{symptoms:12}{symptoms:Leg stiffness or tightness}{symptoms:12}{symptoms:Focal weakness}{symptoms:11} Multiple sclerosis
744,Zenker diverticulum,[{symptoms:Difficulty in swallowing}{symptoms:65}{symptoms:Sharp chest pain}{symptoms:65}{symptoms:Regurgitation}{symptoms:47}{symptoms:Low back pain}{symptoms:47}{symptoms:Sharp abdominal pain}{symptoms:47}{symptoms:Sore throat}{symptoms:47}{symptoms:Constipation}{symptoms:47}{symptoms:Elbow weakness}{symptoms:4}{symptoms:Low back weakness}{symptoms:4}{symptoms:Wrist weakness}{symptoms:4}{symptoms:Feeling hot and cold}{symptoms:4}{symptoms:Nailbiting}{symptoms:4} Zenker diverticulum
745,Fracture of the pelvis,[{symptoms:Hip pain}{symptoms:82}{symptoms:Groin pain}{symptoms:54}{symptoms:Back pain}{symptoms:50}{symptoms:Leg pain}{symptoms:39}{symptoms:Ache all over}{symptoms:32}{symptoms:Side pain}{symptoms:24}{symptoms:Problems with movement}{symptoms:24}{symptoms:Knee pain}{symptoms:24}{symptoms:Delusions or hallucinations}{symptoms:14}{symptoms:Difficulty speaking}{symptoms:14}{symptoms:Bones are painful}{symptoms:14}{symptoms:Focal weakness}{symptoms:14} Fracture of the pelvis
746,Pneumoconiosis,[{symptoms:Cough}{symptoms:77}{symptoms:Wheezing}{symptoms:70}{symptoms:Shortness of breath}{symptoms:70}{symptoms:Fever}{symptoms:59}{symptoms:Insomnia}{symptoms:41}{symptoms:Nasal congestion}{symptoms:41}{symptoms:Vomiting}{symptoms:41}{symptoms:Sore throat}{symptoms:41}{symptoms:Difficulty breathing}{symptoms:41}{symptoms:Dizziness}{symptoms:41}{symptoms:Coughing up sputum}{symptoms:41}{symptoms:Chest tightness}{symptoms:41} Pneumoconiosis
747,Hyperlipidemia,[{symptoms:Sharp chest pain}{symptoms:25}{symptoms:Weight gain}{symptoms:10}{symptoms:Lymphedema}{symptoms:2}{symptoms:Smoking problems}{symptoms:2}{symptoms:Leg cramps or spasms}{symptoms:2} Hyperlipidemia
748,Ulcerative colitis,[{symptoms:Diarrhea}{symptoms:65}{symptoms:Sharp abdominal pain}{symptoms:53}{symptoms:Blood in stool}{symptoms:40}{symptoms:Nausea}{symptoms:35}{symptoms:Vomiting}{symptoms:33}{symptoms:Burning abdominal pain}{symptoms:26}{symptoms:Rectal bleeding}{symptoms:23}{symptoms:Lower abdominal pain}{symptoms:15}{symptoms:Melena}{symptoms:11}{symptoms:Decreased appetite}{symptoms:11}{symptoms:Swollen lymph nodes}{symptoms:11}{symptoms:Discharge in stools}{symptoms:11} Ulcerative colitis
749,Male genitalia infection,[{symptoms:Penis redness}{symptoms:52}{symptoms:Swelling of scrotum}{symptoms:52}{symptoms:Pain in testicles}{symptoms:47}{symptoms:Mass in scrotum}{symptoms:37}{symptoms:Skin growth}{symptoms:30}{symptoms:Abnormal appearing skin}{symptoms:30}{symptoms:Penis pain}{symptoms:22}{symptoms:Bumps on penis}{symptoms:22}{symptoms:Warts}{symptoms:13}{symptoms:Groin pain}{symptoms:13}{symptoms:Irritable infant}{symptoms:13}{symptoms:Swollen abdomen}{symptoms:13} Male genitalia infection
750,HPV,[{symptoms:Warts}{symptoms:28}{symptoms:Frequent urination}{symptoms:12}{symptoms:Vaginal itching}{symptoms:12}{symptoms:Vaginal discharge}{symptoms:12}{symptoms:Joint pain}{symptoms:6}{symptoms:Hand or finger lump or mass}{symptoms:6}{symptoms:Mass or swelling around the anus}{symptoms:6}{symptoms:Lump or mass of breast}{symptoms:6}{symptoms:Involuntary urination}{symptoms:6}{symptoms:Eyelid lesion or rash}{symptoms:6}{symptoms:Unpredictable menstruation}{symptoms:6}{symptoms:Coughing up sputum}{symptoms:6} HPV
751,Angina,[{symptoms:Sharp chest pain}{symptoms:92}{symptoms:Shortness of breath}{symptoms:59}{symptoms:Chest tightness}{symptoms:40}{symptoms:Dizziness}{symptoms:31}{symptoms:Arm pain}{symptoms:28}{symptoms:Lower body pain}{symptoms:15}{symptoms:Palpitations}{symptoms:11}{symptoms:Sweating}{symptoms:8}{symptoms:Irregular heartbeat}{symptoms:7}{symptoms:Increased heart rate}{symptoms:4}{symptoms:Burning chest pain}{symptoms:2}{symptoms:Hot flashes}{symptoms:2} Angina
752,Injury to the spinal cord,[{symptoms:Neck pain}{symptoms:60}{symptoms:Neck cramps or spasms}{symptoms:47}{symptoms:Back pain}{symptoms:47}{symptoms:Shoulder pain}{symptoms:36}{symptoms:Headache}{symptoms:36}{symptoms:Throat irritation}{symptoms:22}{symptoms:Retention of urine}{symptoms:22}{symptoms:Foot or toe weakness}{symptoms:22}{symptoms:Arm pain}{symptoms:22}{symptoms:Arm weakness}{symptoms:22}{symptoms:Side pain}{symptoms:22}{symptoms:Drainage in throat}{symptoms:22} Injury to the spinal cord
753,Nasal polyp,[{symptoms:Nasal congestion}{symptoms:72}{symptoms:Headache}{symptoms:48}{symptoms:Nosebleed}{symptoms:30}{symptoms:Painful sinuses}{symptoms:30}{symptoms:Cough}{symptoms:27}{symptoms:Difficulty breathing}{symptoms:27}{symptoms:Allergic reaction}{symptoms:22}{symptoms:Facial pain}{symptoms:18}{symptoms:Disturbance of smell or taste}{symptoms:13}{symptoms:Frontal headache}{symptoms:13}{symptoms:Hoarse voice}{symptoms:7}{symptoms:Redness in ear}{symptoms:7} Nasal polyp
754,Lichen simplex,[{symptoms:Skin rash}{symptoms:82}{symptoms:Itching of skin}{symptoms:71}{symptoms:Skin lesion}{symptoms:47}{symptoms:Skin irritation}{symptoms:22}{symptoms:Acne or pimples}{symptoms:22}{symptoms:Vaginal itching}{symptoms:22}{symptoms:Itchy scalp}{symptoms:22}{symptoms:Skin growth}{symptoms:22}{symptoms:Skin dryness;peeling;scaliness;or roughness}{symptoms:12}{symptoms:Loss of sex drive}{symptoms:12}{symptoms:Pain during intercourse}{symptoms:12}{symptoms:Difficulty speaking}{symptoms:12} Lichen simplex
755,Trichiasis,[{symptoms:Foreign body sensation in eye}{symptoms:80}{symptoms:Eyelid lesion or rash}{symptoms:63}{symptoms:Diminished vision}{symptoms:44}{symptoms:Symptoms of eye}{symptoms:44}{symptoms:Itchiness of eye}{symptoms:44}{symptoms:Pain in eye}{symptoms:44}{symptoms:Eye redness}{symptoms:28}{symptoms:Swollen eye}{symptoms:28}{symptoms:Emotional symptoms}{symptoms:2}{symptoms:Back weakness}{symptoms:2}{symptoms:Elbow cramps or spasms}{symptoms:2}{symptoms:Pus in sputum}{symptoms:2} Trichiasis
756,Acariasis,[{symptoms:Skin rash}{symptoms:91}{symptoms:Itching of skin}{symptoms:77}{symptoms:Swelling of scrotum}{symptoms:49}{symptoms:Skin lesion}{symptoms:49}{symptoms:Vomiting}{symptoms:49}{symptoms:Elbow weakness}{symptoms:4}{symptoms:Cross-eyed}{symptoms:4}{symptoms:Excessive growth}{symptoms:4}{symptoms:Bowlegged or knock-kneed}{symptoms:4}{symptoms:Feeling hot and cold}{symptoms:4}{symptoms:Wrist weakness}{symptoms:4}{symptoms:Emotional symptoms}{symptoms:4} Acariasis
757,Colorectal cancer,[{symptoms:Sharp abdominal pain}{symptoms:26}{symptoms:Rectal bleeding}{symptoms:14}{symptoms:Blood in stool}{symptoms:6}{symptoms:Pain of the anus}{symptoms:4}{symptoms:Mass or swelling around the anus}{symptoms:3}{symptoms:Drainage in throat}{symptoms:2} Colorectal cancer
758,Skin pigmentation disorder,[{symptoms:Abnormal appearing skin}{symptoms:79}{symptoms:Skin rash}{symptoms:52}{symptoms:Skin lesion}{symptoms:46}{symptoms:Skin moles}{symptoms:44}{symptoms:Acne or pimples}{symptoms:42}{symptoms:Skin growth}{symptoms:25}{symptoms:Itching of skin}{symptoms:22}{symptoms:Skin swelling}{symptoms:16}{symptoms:Skin dryness;peeling;scaliness;or roughness}{symptoms:15}{symptoms:Warts}{symptoms:10}{symptoms:Too little hair}{symptoms:9}{symptoms:Irregular appearing scalp}{symptoms:9} Skin pigmentation disorder
759,Factitious disorder,[{symptoms:Disturbance of memory}{symptoms:81}{symptoms:Depressive or psychotic symptoms}{symptoms:72}{symptoms:Depression}{symptoms:54}{symptoms:Loss of sensation}{symptoms:54}{symptoms:Paresthesia}{symptoms:54}{symptoms:Lip swelling}{symptoms:54}{symptoms:Itchy eyelid}{symptoms:5}{symptoms:Wrist weakness}{symptoms:5}{symptoms:Excessive growth}{symptoms:5}{symptoms:Elbow cramps or spasms}{symptoms:5}{symptoms:Elbow weakness}{symptoms:5}{symptoms:Nailbiting}{symptoms:5} Factitious disorder
